quote;rating;date;fullrev;Hotel;Region;Location;hotelid;Naslov;Lat;Long
Very relaxing.;4;2.09.2015;The structure is quite new, well presented and kept. It is very pleasant but unfortunately my expectation on service were not met, it was just average especially in the spa where the treatments were always shorter by 30 minutes, three times out of three. The place is surrounded by stunning nature.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Villa Sisi at Rimske Terme;5;6.08.2015;We booked the small apartment at Villa Sisi. It was very comfortable and elegantly equipped. A minute walk from the main bulidings, surrounded by the beauty and peace of the forest. It is a great place to relax after the wondrful breakfest at the hotel or a visit to the spa and the pools.Everything was reasonably priced , except for the dinner that was a disapointment (We did not try the hotel a la carte resturant Sofia).;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Wonderful Rooms and Restaurant, good pool/spa;4;29.07.2015;This is a hotel in a very beautiful area, with very beautiful rooms (even with wooden jacuzzi), great bed and linens. The hotel interior design is amazing, great latin sentences all around, inspiring and relaxing us. Very new rooms and modern decoration, beautiful building. Beautiful view from the bedroom and corridors, great modern TV and options of entertainment. Very relaxing area.The dining offers 2 options: a la carte or buffet, the first one is a little pricey but very tasty. Second one I didn't try, only breakfasts. Very good variety and quality of food for breakfast too.The pool are looks like antic Rome baths, and is very pretty and sleek, but the pools are kinda small. The spa is very good, has lots of options, I would recommend the romantic bath for 2, is very relaxing and lasts almost 1 hour if I remember well.The staff is very courteous and speak good English. The only down of this hotel was the advertising and the pricing, it was a little pricey and the ads and packages they have as offering in their site can be kinda confusing (read the small letters before booking). Also the rooms could have better sound isolation.Great stay and very comfy/relaxing with new rooms, great shower in bathroom and modern decoration.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Perfect for a peaceful and relaxing weekend retreat;5;24.07.2015;This was my fourth stay in this hotel, my second in the Rimski Dvor. I love all three “parts”, Zdraviliški Dvor, Sofijin Dvor and Rimski Dvor, though the latter is my favorite. The staff is friendly, especially the waiters at dinner, the rooms are big (the rooms in Rimski d. are by far the largest in the hotel), roomy, and comfortable.The pool is large and “swimmable” if you’re lucky not to share your weekend retreat with families with rambunctious children. The food is good, although a few more selections wouldn’t hurt. Parking is free, so is wi-fi, and the grounds around the hotel offer some good walking opportunities.The location, removed from any major city, is a plus if you want to get away from everything, but if it’s nightlife or sights you seek, you will have to drive.What I love most about this hotel and its location, it’s the energy. I feel comfortable here, and have yet to experience the ennui that sooner or later hits me in other hotels.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Very nice spa and big rooms;4;16.06.2015;The spa is very beautiful, clean. Nature around the hotel is perfect for people who look for rest from every day life. Rooms are clean, big and offer a lot of comfort. The food in a hotel restaurant in my opinion was average, but the waitress was very friendly. It is a place to visit and enjoy everything it offers.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Great rooms, vegetarian buffet;5;14.06.2015;New and clean hotel.Clean and large rooms, bathtub. Free wifi in room.Great selection at buffets for breakfast, lunch and dinner. Vegan and vegetarian dishes at the buffet, even non dairy milk! I was pleasantly surprised.Free parking, large business conference rooms.Highly recommended.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Friendly, peacefully and clean;5;26.05.2015;We spent here 4 rainy days and had lovely time. Our family spend quality time together and this hotel is perfect to improve relations and relax. Food is delicious and with plenty to choose. Wellness and fitness are both very clean and well kept. Prices are very reasonalble and room were spacey.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Work & Relax;5;27.04.2015;Absolutely one of the best hotel were i have been so far. Umbeliavable SPA, with a lot of Gluten Free Dishes, very nice restaurant...I will come back for sure!The SPA area has inside swimming pool linked with the outside one..go out under the rain was someting absolutely cool.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Vrlo dobar;4;29.03.2015;Hotel is very good. We spent beautiful weekend here. I am a big fun of Slovenia, and was in many places and hotels, so I can compare them. It is very clean, have nice helpful stuff, nice pool, We had jacuzi in our apartman which was great, everything was very relaxing... but... you have to pay saunas, there is no shops, no activiti.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Great Terme hotel;5;15.03.2015;Rimske Terme hotel **** it is beautiful place for relaxation. Enough big warm indoor and outdoor swimming pool with few jacussi, nice clean sauna. The food at the restaurant it is also very good.This time we try just at Sunday 4 hours swimming pool with sauna + lunch. 31€/person. It was Excellent.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Excellent Rimske terme;5;16.02.2015;Wonderfull place, warm pool, really good food, we are really happy to be here.Everything is so clean, great. The guy on the reception help us and is nice. We stay in Zdravilsni dvor, hotel with 4star (****). Our room was near swimming pool.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Perfect place for relaxation;5;1.02.2015;If you are looking a place in which you will spend perfect time with your kids, with plenty contents for the youngest one this probably want be a best place to visit. But if you want to enjoy as couple, or organize the congress this place is higly recomended. Cleanliness everywhere, friendly much helpfull and professional stuff. If you could afforded food in a la card resturant (15-25 EUR per meal) is delicous no matter is it fish or meat. Opened and free WI-FI, very romatnic place.Pool is perfectly decoraded in roman style and I spontaneously spoke Latin :). Squaers with lounges alow you perfect privacy. Not too many guests, pool bar and avarage prices (2,5 EUR beer). Generaly we don't travel to same places, hotels no matter of satisfaction with them, only because of discovering something new at every trip, but this place could change that.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Good facilities, not such a family-friendly hotel.;4;5.01.2015;"We stayed at this hotel during the New Year and enjoyed only the swimming pools (which were included in the price we were offered.) The food is also very good and there is so much to chose from. Excellent chefs, we were impressed!Now some tips to work on:a. The package we were offered indicated \access to all thermal pool areas\"" which did NOT include the saunas. We were very disappointed because we did pay a lot of money and thought we would access the sauna with our small son who has bronchitis, but no. This is at an extra cost.b. The New Years package which we paid extra for (our child was charged 30 euro) did not include food for children or anything for children. It included canapes and finger food which kids do not eat. I was about to complain to the manager when one staff member politely asked if we want to give the kids french fries and chicken nuggets, so yes, they made that for the kids at the last minute while we all waited for food and ate the bread which was served at the table.In addition, the New Years celebration included a band which played music for the elderly and was mostly attended mostly by a 60+ crowd. I am disappointed that NOTHING was planned for children as there were at least 15 kids in the room. I saw families leave very early the room because their kids were hungry (we were asked to arrive by 7:30 and food started to arrive, bit by bit, from 9)... People were eating bread which was at the table when we arrived, that's it.The hotel reservation desk should have told us that it was more appropriate to attend the regular dinner (at no extra cost) upstairs and enjoy the DJ music and same food as what we paid extra for...It would have been nice to be honest about it, but the hotel just wanted to charge us extra and they don't really think about our needs/expectations and our two small children who were bored to death and very hungry!In addition, the New Years package included a Surprise Gift. Nothing was given to us. Very unprofessional!So I feel cheated because we were not given everything we were offered and honestly, it looks like it was planned last minute. The staff knew nothing about the New Years celebration until about 5-6 hours before the evening began.In addition, WiFi is very weak (non existent) in some areas, such as the restaurant and the swimming pool.To conclude, I recommend this hotel to the elderly but not to families with small children because apart from the swimming pools, your kids will have nothing to do. And do expect the older folks to approach you at the pool and ask that your kids don't swim noisily (as kids do) or splash around (as kids do) because they were told by the hotel that it is an all adult hotel and they want peace and quiet!There is a very small kids playroom which is where we spent all the evenings.Its sad that such a hotel does not organize a simple 1 or 2 person team to entertain or play with the kids, giving their parents a little rest time or even making it fun for kids to stay there. Also having extra-paid babysitting is an option. So many ideas, but the hotel doesn't have the imagination!Not sure we would come back here as there is another hotel, not far away called Thermana Lasko with indoor pools and activities for kids which seems more appropriate for us, and other families.""";Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Very good;4;29.12.2014;Very good hotel. Nice historical place. Nice wellness and perfect food. It is near town Celje and town Lasko whic has 190 years old brewer in center of town. Rimske terme is very nice place to rest and for recovery. Also dogs are allowed. Stuff is very kind.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Great place to relax;4;2.12.2014;Rimske Terme Hotel is a collection of three hotels at one location under the same management that share a common thermal spring resort and spa center. The location of Rimske Terme is beautiful, on a hillside overlooking a river, farmland, forests, and hills and mountains. We stayed at the Hotel Sofijin Dvor in a suite. The room was enormous. One huge living room and separate bedroom. However, the living room was sparse. A couch, two soft chairs, a small coffee table, a small desk, flat panel TV on the wall. Lots of empty space. Almost made you wonder why you would need so much space. A table and tea/coffee service in the room would have been nice to have. The thermal spring swimming pools were very nice with comfortable water temperatures. Massage service in the spa was also good with reasonable prices. The medical facility that can give you evaluations and create wellness programs for you is still evolving with their services. For example, the doctor was only available on Thursdays. There was a sense that although the spa and the medical facility were in the same resort with the same management, they competed against each other. That is something that needs to get addressed by the management. The food for the buffet breakfast, lunch, and dinner were good. Large selection of various type of cuisine to fit your interests and diet preferences. I would definitely recommend this place for anyone seeking a great place to relax, enjoy some pampering, and de-stress.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Fantastic weekend;4;18.11.2014;We had one fantastic weekend with good food, nice staff and lots of historical wellness enjoying.Room was clean, hotel is quiet, you can find lot of activities around teh hotel (hicking, cycling,...) and you need to try masages and wellness.Recomended!;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Perfect recreation;5;14.11.2014;If you are planing to get relaxed somewhere in nature, Rimske Terme is what you are looking for. They have brilliant rooms and service. Their spa is very good, the pool is warm, it has roman jacuzzis and much more. The food in the restaurant is really delicious, especially their cakes. If you travel there when the weather is good, you are guaranteed to have even more fun out in nature, you can go hiking nearby the hotel - a small forest is really close.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Weekend in Slovenia;5;24.10.2014;"This was our second stay in Zdravilisni Dvor. We must say first time was litlle bit better, but still we love this place. Here are some pros and cons:1. Travelling from Zagreb to Rimske Toplice is very easy and cheap.2. The food is excellent, there was a great choice for breakfast and also for dinner. 3. Very good choice of spa and wellness facilities.4. Rooms very big and comfortable and also clean.5. The surrounding of the hotel is very nice for relaxation. And now some negative parts of our stay... - There wasn't an opportunity to relax in the pool because the water was not so warm as it was written on the spa reception. (first time when we were here it was much more warm.)- The employees weren't so positive and interested in helping, except one girl that worked in the reception.- For dinner you must pay 15 euros, but still, if you want to drink anything, you must pay extra.- Housekeeping was entering in our room even though we put the sign \do not disturb\"" on the door.""";Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
A spa weekend;5;13.10.2014;We spent a weekend there and it was nice. Lots of landscaped promenade, meadows with large redwoods. Beautiful nature. Terme are beautifully furnished, renovated and has a lot of choices - from swimming pools, indoor and outdoor, sauna, jacuzzi, massage, all for a complete wellness experience. The room are clean and comfortable, buffet breakfast and dinner was phenomenal, something for every taste. A surcharge of 15 euros and we bring a dog with us. We recommend for spa weekend.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Great SPA for good value;4;28.09.2014;We just went in a SPA for couple of hours, we didn't stayed in a hotel.The pool is very nice, pretty big and clean. On that day it was not crowded at all. The pool bar has tasty food and it is not too expensive.The only thing that bothered me was, that the SPA receptionist didn't know how to speak German and even her English was poor.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Nice place, but some details missing;3;30.08.2014;We have spent a weekend in rimske toplice. Place looks excellent, pools are fancy, but food is not at the level this place should deserve. Also, they offer lot of activities like cycling and hiking, but trails are poorly marked and one can get lost or misguided quite easily, which ruins overall impression.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Gorgeous Spa;5;24.08.2014;We did not stay in the hotel just went on a day pass. Excellent Spa well worth a visit. Modern Roman feel, recently refurbished elegantly designed inside and out. Thoroughly enjoyed our spa experience.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Good value for money;4;8.07.2014;It was our second stay in Hotel Sofijin dvor. We travel to Rimske toplice becouse of the spa. The rooms are big and nice decorated with a nice view. Breakfast choise is good, dinner could be better. Sauna area is very nice and the therapis in the saunas are very good. If you stay there you need to go to the massage, is superb one of the best i ever had. Is also nice to go to the old part of spa and take a bath and enjoy the sound of relaxed music played from the lady's dressed in the old Roman custume. I recomend this spa hotel for a short stay.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Hotel accommodation is OK. SPA - average.;4;8.07.2014;The rooms are clean and modern. The hotel is in a beautiful nature. Around the hotel does not have facilities for entertainment. The hotel pool is good but not as great as in the pictures. GYM is not in use, except for the hall of Zumba. The food is delicious. The staff is friendly but not like in other Slovenian SPA. Recommendations for the complex but there are much better in this region.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Couldn't ask for more!;5;3.06.2014;Me and my wife have booked here for three days, now is our second day here and decided to extend our stay for two more days.The place is fantastic, so much class, no loud kids running around, the service is exeptional, the food delicious and they are really trying hard with promotions for the lodging itself as with other things such as spa and massages. Hurry up and come here before the prices will skyrock at the moment you get super luxury for little buck. It is definitely a bargain!;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Exeptional service and Staff;5;1.06.2014;The Hotel is located in a very quiet place away from everything, the Spa is clean and beautifull, the restaurant Sofija has a great and experienced staff which makes you feel at home, the food is very very good and tasty. The reception and all the staff generally in the Hotel is very friendly and professional. Defenetly is a place where we will come back and that we will suggest to all our friends.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Hotel Zdraviliški Dvor;4;7.05.2014;Hotel Zdraviliški Dvor is 4* hotel in Rimske toplice. Room was clean, nice and medium. The only think that bothered me was that the room had no balcony.Pool was ok.For breakfast was a lot to chose.Staff was friendly, helpfully, they realy enjoy their work.I will definitley come back!;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Exceptional holidays, good food;5;10.02.2014;Clean, hostile place where you can relax and enjoying your holidays. Staff is there to serve you and make you happy. Pool and saunas are clean and in good shape. Great value for money. Great historical experience.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Very nice.;4;13.01.2014;Rimske terme is a really nice place for relaxation. We stayed for three days in Sofijin dvor and were mainly using their sauna facilities. They are very nicely designed, with a lot of private space and they were never crowded.Hotel itself was nice, staff very friendly and food also quite nice.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
All the best;5;26.11.2013;We spend a weekend.Hotel is great, food is excelente. Pool and wellness are fantastic. Price is much more than cheap.Only the bed was little bit hard and pillows to.I would recommend to everybody. I will come back for sure.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
For couples;4;16.11.2013;I stayed there 3 nights in Sofijin dvor. I can say that my time there was very good. Moderen and clean hotel. I miss a little more information about the activities outside the hotel (if you don't want to spend the whole day inside the hotel and at the pools) and possibilities to visit other attractions in the area. The food was Ok. I was annoyed a little bit because of thelight of the thermostat in my room. Staff is very useful and kind.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
come and enjoy !;5;10.11.2013;ZDRAVILISKI DVOR : nice hotel, pictures are real, a 4 star hotel, very clean, breakfast is ok, staff friendly, silent room, modern forniture. pool and sauna ok , nice and relaxing. the massage are very good. i wil come back again. we haven t tried the restaurant. really can t understand how the hotel can get poor votes.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
relaxing.....;5;10.10.2013;We stayed there for 2 nights,rooms are spacious,clean .It s a perfect place to rest,pool is open from 07:00 till 22:00.Food was excellent,and staff very friendly.The only thing we missed was a bar on the swimming pool...just for a drink or sandwiches...nothing else!We would definetly reccomend this hotel!;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
A little disappointing;3;19.08.2013;My husband and I recently spent two nights at this hotel, and were a bit disappointed. The hotel design is appealing, the room was massive and the surrounding nature was beautiful, but the hotel seemed to be short on service staff (there was only one guy serving and cleaning up at the bar/cafe, for example). The food was bland, though there was a decent variety of dishes at breakfast and dinner. Definitely DON'T pay the €15 for lunch, as the selection and quality are rather poor. Instead, go to the nearby town of Lasko (an 8-minute drive) for a hike and some pizza or local cuisine.As for the pool and terme, we felt it was a bit small and crowded. We were disappointed that the waters weren't as warm as expected, and there was no real hot tub (just two smaller pools with water jets, but the same temperature as the big pool). It's also frustrating to pay extra for use of the saunas.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Great experience;5;5.08.2013;This is a magical place for relax and just enjoy. I just wasn't happy with the view...it fas a forest really near hotel...other side of hotel is probably more interesting...Anyway really beautifull!! Breakfast so delish!;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
one of the best in Slovenia;5;31.07.2013;Really one of the nicest spa in Slovenia. We were there for a weekend stay at least 4-5 times by now and will be returning - of curse if the prices remain the same with the potential new owner. There are quite a lot of rooms, but even if it is full you have a feeling that you are more or less alone (except breakfast, where might a problem to get coffee at the rush hour). The things I didn't like : if you check out on Sunday morning after the busy weekend, there is a long queue at the front desk (half an hour wait). Cleaning ladies will always check the minibar before you leave and some of them really do not have any feeling how to approach a guest, which might still be in the room. The staff usually does not allow you to use the bathrobe on the last day after the check out. We do use it anyway, as I really do not want to use my personal towels only for a few hours and than have to wash them, as I apparently am staying at the 4* hotel.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Only for the spa;2;29.07.2013;"With my wife we just visited spa, so this review does NOT include hotels. When arived, we loved the surroundings and the whole complex (hotels ets.), now renovated. It looks fantastic from the outside. The spa is a part of a hotel, and also the whole spa is renovated. In my opinion the restoration did not focus on preserving the look of an ancient (roman) bath place. It has some kind of feel you are in Rome in a public spa some 1 century BC, but it is just a bad illusion. There is a little room for visitors, to relax in the pool. Also outside pool is fairly small, not providing a fair space to move. At the time of our stay there (in April), there was a disturbing odor of a urine in the air. The tiles were missing in the pool. There was only one vending machine in the area, so you could not sit and have a proper coffee inside the spa area. Big windows whit shelves, where you can lay on, are a great feature of this spa. Not being an \old sauna guy\"", I strongly believe, the saunas were all too hot. You can choose within 4 small saunas (Roman, Turkish, Finish and Infrared) Also thermometer confirmed that it was too hot in every single one of them. We guessed this is the case only because there was no personnel monitoring the temperatures and the humidity of the saunas, and no one was responsible to take care of this things. The bucket of water (to steam up finish sauna for instance) was available to everyone, and whoever wanted, could pour a water on the rocks. Having experiences with other spa (Olimia) where spa area was lightly perfumed with herb essences, where a staff person came and pour additional water in finish sauna, when the time was right, where there was a little bar in the spa complex, and it costed less, I would surely never come to Rimske toplice spa again. We had to pay extra for the towels and leave deposit for the bathrobe. Worth to see, and evaluate on your own, but leaving the high expectations out. :)""";Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Great place with few minuses;4;21.07.2013;Beautiful wellness, great saunas, large pools...outdoor and indoor pool is connected. Large rooms. Breakfast and dinner was great, plenty of choices, delicious... If you love to hike, near hotel you have many trails, go there, pure nature very peacefully...Minus :* you don’t have outdoor bar on the level that I would expect in a place with four stars. You have small kiosk with drinks and food like somewhere on the cheap coast* at the evening, on the reception floor you have some horror show with belly dancer and 80's lightshow. Really I tried but I can’t connect this great place with this lame show.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
The best hotel and spa resort;5;25.06.2013;Wonderfull nature, good food , exellent spa resort. NIce and help full personal. Good and peace full resort. Good for get over from stressfull everyday rush. Have fun and be happy here at spa resort Rimske Terme.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Very nice weekend;4;20.06.2013;We spent a weekend in May at the Zdraviliški Dvor hotel. The whole complex looks new and modern. The indoor and outdoor pool are connected so you can go outside through water. It was chilly outside during our visit but it made us enjoy the outdoor pool even more - steam rising from the hot water and the beautiful surroundings ...Only objection about the pool is that hydro-massage features are not working all the time but they are switched on every 10-15 minutes or so. Food and room were pretty good. Sauna complex is very nice.There is a great choice of romantic baths, massages etc, but we did not try those.It was not crowded during our visit, altogether a nice quiet getaway.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Hotel Sofijin Dvor: excellent !;5;1.04.2013;We spent Easter Time in Hotel Sofijin Dvor. At Rimske Terme there are 3 Hotels all connected. Even if the weather was bed we spent a very good time thanks to the excellent accommodation. The meals at the buffet were very good at breakfast and dinner. The room at Hotel Sofijin Dvor is really very comfortable and if you book the room with balcony is very big with a very good landscape. There are swimming pools inside and outsides, saunas and a very good wellness and Gym. All the staff is really very friendly and nice. It’s also nice to stay inside the Hotel because it’s very comfortable: all the common spaces are very nice and good. The Rimske Terme Hotel is in a very nice place in the nature and it’s possible to have a lots of walks all-around of it and there is a very good landscape from the Hotel. We are thinking about to come back for enjoying also our holiday with nice weather.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Modern, nice,;4;18.03.2013;Pros: Modern, innovative and high level interior and pools. Diverse and high quality wellness services (above average in comparison of other Slovenian wellness centers) - We've got excellent romantic bath with champagne and pralines! Delicious and varied food, nice park for walking (with energy spots), very favorable price, relatively friendly staff!Cons: Sauna complex should be larger, occasionally functioning of hydro-massages (although it is understandable due to the current circumstances);Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Beautiful made hotel;5;9.02.2013;Excelent hotel with roman touch. Me and my husband were there when outside was -10 C and outside was snowing. We had great time bathing in hot pools outside. Great experience. The pools are in 2 story building and the upper floor is for relaxing, reading... peaceful with bubble hot-pools. Everything is in marvel, probably like romans had 2000 years ago.Breakfast was good too, with organic-food corner.Rooms are clean, spaceous, with roman sayings. Also some nice wievs to the valley from hotel windows and pools.The hotel has a fitness too, with special children-fitness in it. But I would recomend this hotel more to a couple relaxation as family holiday.We were very satisfied with everything!!!;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Fantastic!;5;22.01.2013;"I spend 5 nights in January in this fantastic hotel. Everything was great, it's an excellent spa centre. They thought about every single detail when it comes to your relaxation. Rooms - modern, clean, big enough, sleeping - great, not a single sound, the complex i practically in the middle of the wood, food - above any expectations, I will only say \smoked salmon\"", pool - clean, nice, massages - I took the one with sea shells - excellent, but my 10 points, when it comes to relaxation, go to saunas - there are 4 saunas in the centre, Roman, Turkish, Finnish and Infrared. All of them are fantastic and together with Enya's music coming constantly \""from the walls\"" you are going directly to Nirvana:-)One tip, if you need a complete relaxation just avoid, if possible, Fridays, Saturdays and Sundays. The pool gets a bit crowded on these days since many people are coming for weekends.""";Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Rimske Toplice, Sofijin dvor;5;12.01.2013;Hotel Sofijin dvor at Rimske Toplice, Slovenija is one of the best destination during winter time and summer, too! Inspite number of rooms ( pretty big hotel), the food is excellent like in an small good restoran!!! Swimming pool is big with indor-outdor connection, lot of jacuzzis, all kind of saunas, spas, massages etc.,etc. Hotel is situated in very nice green sourounding with lot of possibillities for walking and biking.;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
Excelent!;5;2.12.2012;Me and my fiancé had an excelent time in Rimske terme! We stayed 2 nights-3 days in Hotel Zdraviliški dvor, half pension. Everything was great, I can only little complain about the dry air in the room but my boyfriend didn`t had problems. And the massage center - I took the coconut kiss massage but I didn`t smell the coconut at all like it`s promissed and the massage rooms could be nicer and larger but this isn`t a 5 star center, so anyway it was good.We really reccomend this hotel and spa for couples. It is a good value for the money!;Rimske Terme Hotel;Slovenija;Spa;SlovenijaTopliceRimskeTermeHotel;Toplice 10, Rimske Toplice 3272, Slovenia;46.1192261;15.2033026
